subject,channel,mean_isc_z,signal_type,stimulus
91,rdlPFC,0.02627502959651086,HbO,Zima
91,vmPFC,0.010997469161314328,HbO,Zima
92,dmPFC,-0.0030273441115517964,HbO,Zima
92,lTPJ,0.0063959616861010045,HbO,Zima
92,ldlPFC,0.010167512819576908,HbO,Zima
92,rTPJ,0.03363779087791591,HbO,Zima
92,rdlPFC,0.007897543658169096,HbO,Zima
92,vmPFC,0.018714714971913845,HbO,Zima
93,dmPFC,0.05706703586999578,HbO,Zima
93,lTPJ,0.093050913402993235,HbO,Zima
93,ldlPFC,0.06582468645511215,HbO,Zima
93,rTPJ,0.07568604898750071,HbO,Zima
93,rdlPFC,0.07240365815103665,HbO,Zima
93,vmPFC,0.06345248186509263,HbO,Zima
94,dmPFC,0.07907197187091893,HbO,Zima
94,lTPJ,0.07133174356428967,HbO,Zima
94,ldlPFC,0.08031878651490648,HbO,Zima
94,rTPJ,0.07686732931610443,HbO,Zima
94,rdlPFC,0.08116677325641793,HbO,Zima
94,vmPFC,0.08627748501747086,HbO,Zima
95,dmPFC,0.054282733082333556,HbO,Zima
95,lTPJ,0.057895681327522784,HbO,Zima
95,ldlPFC,0.048481068512930874,HbO,Zima
95,rTPJ,0.04426180184499906,HbO,Zima
95,rdlPFC,0.05887210713339219,HbO,Zima
95,vmPFC,0.07811090727991415,HbO,Zima
96,dmPFC,0.037909108422778365,HbO,Zima
96,lTPJ,0.026897267724176128,HbO,Zima
96,ldlPFC,0.017794044777511668,HbO,Zima
96,rTPJ,0.03620549316296392,HbO,Zima
96,rdlPFC,0.028502182187841344,HbO,Zima
96,vmPFC,0.029896438722747963,HbO,Zima
97,dmPFC,0.05875836630813782,HbO,Zima
97,lTPJ,0.05200326922731931,HbO,Zima
97,ldlPFC,0.05410724155598283,HbO,Zima
97,rTPJ,0.03824876363288186,HbO,Zima
97,rdlPFC,0.05622000155973007,HbO,Zima
97,vmPFC,0.06516562180652082,HbO,Zima
98,dmPFC,0.07162344436632,HbO,Zima
98,lTPJ,0.058044982862032496,HbO,Zima
98,ldlPFC,0.058368403511081,HbO,Zima
98,rTPJ,0.05997854070496996,HbO,Zima
98,rdlPFC,0.0500410469310733,HbO,Zima
98,vmPFC,0.06702177505398926,HbO,Zima
99,dmPFC,0.017088989552709617,HbO,Zima
99,lTPJ,6.12457929350302e-4,HbO,Zima
99,ldlPFC,0.032456472975211606,HbO,Zima
99,rTPJ,-0.0159923415114335,HbO,Zima
99,rdlPFC,0.03127595857639029,HbO,Zima
99,vmPFC,0.017061138415166655,HbO,Zima
2,dmPFC,0.0027931465483551463,HbR,Zima
2,lTPJ,0.027000330970327238,HbR,Zima
2,ldlPFC,0.010199081419114889,HbR,Zima
2,rTPJ,-0.00117412306283119,HbR,Zima
2,rdlPFC,-9.987003617076664e-4,HbR,Zima
2,vmPFC,0.006854931914646129,HbR,Zima
3,dmPFC,0.0024138540963746942,HbR,Zima
3,lTPJ,0.03442991201923079,HbR,Zima
3,ldlPFC,0.007390561063193387,HbR,Zima
3,rTPJ,0.019755892492958838,HbR,Zima
3,rdlPFC,7.515461710397345e-4,HbR,Zima
3,vmPFC,-0.009553740768952278,HbR,Zima
4,dmPFC,-7.639560939183709e-4,HbR,Zima
4,lTPJ,0.01724904826672847,HbR,Zima
4,ldlPFC,-0.006777622607603473,HbR,Zima
4,rTPJ,0.004573962311051861,HbR,Zima
4,rdlPFC,-0.03095862273526655,HbR,Zima
4,vmPFC,0.019532608835876736,HbR,Zima
5,dmPFC,0.010271929798121075,HbR,Zima
5,lTPJ,0.01447263571925252,HbR,Zima
5,ldlPFC,0.011776501913755509,HbR,Zima
5,rTPJ,0.01310546099818341,HbR,Zima
5,rdlPFC,0.029039477862908156,HbR,Zima
5,vmPFC,0.02438499781973545,HbR,Zima
51,dmPFC,-0.001711997141083489,HbR,Zima
51,lTPJ,0.0012571507302895925,HbR,Zima
51,ldlPFC,0.010183133998044614,HbR,Zima
51,rTPJ,0.009169835562218608,HbR,Zima
51,rdlPFC,0.0030340863896434725,HbR,Zima
51,vmPFC,-0.003180848238529595,HbR,Zima
54,dmPFC,0.004682110540312726,HbR,Zima
54,lTPJ,0.007122074946570128,HbR,Zima
54,ldlPFC,0.010124929997509843,HbR,Zima
54,rTPJ,0.027379744739041673,HbR,Zima
54,rdlPFC,0.014025402185996247,HbR,Zima
54,vmPFC,0.05545297077757706,HbR,Zima
55,dmPFC,3.3953125420715284e-4,HbR,Zima
55,ldlPFC,0.00567058921769382,HbR,Zima
55,rdlPFC,-0.005847384351273322,HbR,Zima
55,vmPFC,0.023193813838027877,HbR,Zima
56,dmPFC,-0.007090360229729397,HbR,Zima
56,lTPJ,0.013550800365479239,HbR,Zima
56,ldlPFC,0.0033448721116891983,HbR,Zima
56,rTPJ,0.01433359370328384,HbR,Zima
56,rdlPFC,-0.0035801834256925695,HbR,Zima
56,vmPFC,0.0012823614996044076,HbR,Zima
57,dmPFC,-0.004801570676242184,HbR,Zima
57,lTPJ,0.009076247904047898,HbR,Zima
57,ldlPFC,-0.003227812072219582,HbR,Zima
57,rTPJ,0.02690329308392825,HbR,Zima
57,rdlPFC,-0.008638792935359971,HbR,Zima
57,vmPFC,0.019736532030974523,HbR,Zima
6,dmPFC,0.012868185616635068,HbR,Zima
6,lTPJ,0.028458398818049395,HbR,Zima
6,ldlPFC,-0.008325509548486796,HbR,Zima
6,rTPJ,0.015625678483033773,HbR,Zima
6,rdlPFC,0.0011238514308951999,HbR,Zima
6,vmPFC,7.970607243325506e-5,HbR,Zima
60,dmPFC,8.640270409422121e-4,HbR,Zima
60,lTPJ,0.019638309105528225,HbR,Zima
60,ldlPFC,-7.086635421611863e-4,HbR,Zima
60,rTPJ,0.029112999704872987,HbR,Zima
60,rdlPFC,0.008417166740879016,HbR,Zima
60,vmPFC,0.02785385772443981,HbR,Zima
61,dmPFC,-0.0059720390761948215,HbR,Zima
61,lTPJ,0.045545420092723124,HbR,Zima
61,ldlPFC,0.0033815716516103567,HbR,Zima
61,rTPJ,0.04797829832655464,HbR,Zima
61,rdlPFC,0.007026800197876392,HbR,Zima
61,vmPFC,0.0357315559974733,HbR,Zima
62,dmPFC,-0.004356927544636791,HbR,Zima
62,lTPJ,-0.0024167162575391508,HbR,Zima
62,ldlPFC,0.007445050493122209,HbR,Zima
62,rTPJ,-0.020473492798731025,HbR,Zima
62,rdlPFC,-0.006492900707739974,HbR,Zima
62,vmPFC,-0.010529390770045244,HbR,Zima
67,dmPFC,0.004975979808294395,HbR,Zima
67,lTPJ,0.014058591146651445,HbR,Zima
67,ldlPFC,0.018899903830632836,HbR,Zima
67,rTPJ,0.013831733021603254,HbR,Zima
67,rdlPFC,0.03095753341563429,HbR,Zima
67,vmPFC,-5.685991140669018e-4,HbR,Zima
68,dmPFC,0.0027661852214056295,HbR,Zima
68,lTPJ,-0.014268719276304914,HbR,Zima
68,ldlPFC,0.007803586462516469,HbR,Zima
68,rTPJ,0.011588781838345604,HbR,Zima
68,rdlPFC,0.020650143370914763,HbR,Zima
68,vmPFC,0.0350933837472608,HbR,Zima
7,dmPFC,0.0045270536622684845,HbR,Zima
7,lTPJ,0.015874411918429247,HbR,Zima
7,ldlPFC,-0.010850152234439397,HbR,Zima
7,rTPJ,0.032828447278915804,HbR,Zima
7,rdlPFC,0.014198735541623325,HbR,Zima
7,vmPFC,0.017746669561246813,HbR,Zima
72,dmPFC,-5.394592043801746e-4,HbR,Zima
72,lTPJ,0.0592535026297621,HbR,Zima
72,ldlPFC,-0.009583932281905499,HbR,Zima
72,rTPJ,0.024080859600269653,HbR,Zima
72,rdlPFC,0.03001450287029813,HbR,Zima
72,vmPFC,0.03038651675407261,HbR,Zima
78,dmPFC,-0.007657877344451315,HbR,Zima
78,lTPJ,0.027281401392751498,HbR,Zima
78,ldlPFC,0.03147656394163684,HbR,Zima
78,rTPJ,0.027236459617273574,HbR,Zima
78,rdlPFC,0.013722919525557977,HbR,Zima
78,vmPFC,0.030847520379962152,HbR,Zima
79,dmPFC,-5.820336887967906e-4,HbR,Zima
79,lTPJ,0.01907699174456823,HbR,Zima
79,ldlPFC,-0.008391669780041707,HbR,Zima
79,rTPJ,5.798129277115882e-5,HbR,Zima
79,rdlPFC,2.1679333390754266e-4,HbR,Zima
79,vmPFC,0.010881764949970743,HbR,Zima
8,dmPFC,0.016679590658072282,HbR,Zima
8,lTPJ,-0.01129546835068089,HbR,Zima
8,ldlPFC,-0.011859101057923524,HbR,Zima
8,rTPJ,-0.0063895918569884915,HbR,Zima
8,rdlPFC,-0.0022779394698041544,HbR,Zima
8,vmPFC,-0.0025387592681169876,HbR,Zima
83,dmPFC,-0.013448905965843224,HbR,Zima
83,lTPJ,0.01068742884267309,HbR,Zima
83,ldlPFC,0.02077116761234865,HbR,Zima
83,rTPJ,0.03271394419706981,HbR,Zima
83,rdlPFC,0.004330003076086634,HbR,Zima
83,vmPFC,-0.021304147661811174,HbR,Zima
85,dmPFC,6.16153533885947e-4,HbR,Zima
85,lTPJ,0.010680746197304773,HbR,Zima
85,ldlPFC,-0.009789919685421138,HbR,Zima
85,rTPJ,0.02208680880364164,HbR,Zima
85,rdlPFC,-0.011541761734157429,HbR,Zima
85,vmPFC,5.918142444662346e-4,HbR,Zima
9,dmPFC,-0.0027696472970381997,HbR,Zima
9,lTPJ,0.037275969362330644,HbR,Zima
9,ldlPFC,0.013813396146995623,HbR,Zima
9,rTPJ,0.006742429465154894,HbR,Zima
9,rdlPFC,0.012229889702913253,HbR,Zima
9,vmPFC,0.02127079598243766,HbR,Zima
10,dmPFC,-0.007403912554962262,HbR,Zima
10,lTPJ,0.014460152371816406,HbR,Zima
10,ldlPFC,-0.004954348530531894,HbR,Zima
10,rdlPFC,-0.00936535208246554,HbR,Zima
10,vmPFC,0.026461891547040022,HbR,Zima
100,dmPFC,0.0053381038962500215,HbR,Zima
100,lTPJ,0.010986801757956815,HbR,Zima
100,ldlPFC,-0.0022689421797877202,HbR,Zima
100,rTPJ,0.014103386958327795,HbR,Zima
100,rdlPFC,2.1111941699940238e-4,HbR,Zima
100,vmPFC,0.01183841093318341,HbR,Zima
101,dmPFC,-5.497501669350301e-4,HbR,Zima
101,lTPJ,0.010630750481766827,HbR,Zima
101,ldlPFC,-0.005340919036362703,HbR,Zima
101,rTPJ,0.010647622425776543,HbR,Zima
101,rdlPFC,-0.015080200943448254,HbR,Zima
101,vmPFC,-0.009566744878153243,HbR,Zima
105,dmPFC,-0.0011684387233856694,HbR,Zima
105,lTPJ,0.02211216222972735,HbR,Zima
105,ldlPFC,-0.004918336593982167,HbR,Zima
105,rTPJ,0.024260649993802237,HbR,Zima
105,rdlPFC,0.015104142476085528,HbR,Zima
105,vmPFC,0.028671159316233295,HbR,Zima
108,dmPFC,0.014757277871023341,HbR,Zima
108,lTPJ,0.028727711946101783,HbR,Zima
108,ldlPFC,0.002409819435940022,HbR,Zima
108,rTPJ,0.036079006970007446,HbR,Zima
108,rdlPFC,0.009423927304646461,HbR,Zima
108,vmPFC,0.018802468967399524,HbR,Zima
109,dmPFC,-7.663224937854428e-4,HbR,Zima
109,lTPJ,0.05132330200329695,HbR,Zima
109,ldlPFC,7.55379028256943e-4,HbR,Zima
109,rTPJ,0.014007563689270103,HbR,Zima
109,rdlPFC,0.004759264968084651,HbR,Zima
109,vmPFC,0.021776264165995325,HbR,Zima
11,dmPFC,0.016751761049993468,HbR,Zima
11,lTPJ,0.012153751701411523,HbR,Zima
11,ldlPFC,-0.002424622928587019,HbR,Zima
11,rTPJ,0.014371212386538242,HbR,Zima
11,rdlPFC,0.0228044462912476,HbR,Zima
11,vmPFC,0.03962174604502264,HbR,Zima
112,dmPFC,-0.006152629221935336,HbR,Zima
112,lTPJ,0.0020942390785187977,HbR,Zima
112,ldlPFC,0.008467450574078515,HbR,Zima
112,rTPJ,0.008748357280196734,HbR,Zima
112,rdlPFC,7.62961185014293e-4,HbR,Zima
112,vmPFC,-0.013165640710387906,HbR,Zima
113,dmPFC,-0.01843788413790737,HbR,Zima
113,lTPJ,0.004390506404704559,HbR,Zima
113,ldlPFC,0.013271310152224916,HbR,Zima
113,rTPJ,-0.00888872314162404,HbR,Zima
113,rdlPFC,0.018413155747805412,HbR,Zima
113,vmPFC,-0.01170169661538946,HbR,Zima
114,dmPFC,-0.0024899504907472912,HbR,Zima
114,lTPJ,0.017353006046023845,HbR,Zima
114,ldlPFC,-0.007534082030829819,HbR,Zima
114,rTPJ,-0.010075699532499666,HbR,Zima
114,rdlPFC,0.0014498081361219188,HbR,Zima
114,vmPFC,0.010497614636605172,HbR,Zima
12,dmPFC,-0.0023704263447364327,HbR,Zima
12,lTPJ,0.007176132116414236,HbR,Zima
12,ldlPFC,0.001319273717440986,HbR,Zima
12,rTPJ,0.03379761069608216,HbR,Zima
12,rdlPFC,0.0057857672942746245,HbR,Zima
12,vmPFC,-0.009254841023783433,HbR,Zima
13,dmPFC,-0.007416041809399445,HbR,Zima
13,lTPJ,0.062463090679262374,HbR,Zima
13,ldlPFC,0.03350404691138295,HbR,Zima
13,rTPJ,0.030727058326083617,HbR,Zima
13,rdlPFC,0.009318472005137727,HbR,Zima
13,vmPFC,0.03718522754460638,HbR,Zima
14,dmPFC,-0.0062543714391866964,HbR,Zima
14,lTPJ,0.018277371399404725,HbR,Zima
14,ldlPFC,-0.001872341167443262,HbR,Zima
14,rTPJ,0.02062246608876624,HbR,Zima
14,rdlPFC,0.006074026033708838,HbR,Zima
14,vmPFC,-0.031679138921322396,HbR,Zima
15,dmPFC,-0.004582350092090195,HbR,Zima
15,lTPJ,-0.008136419653705153,HbR,Zima
15,ldlPFC,-8.77544454017534e-5,HbR,Zima
15,rTPJ,0.01659498071739938,HbR,Zima
15,rdlPFC,-0.008692956885440209,HbR,Zima
15,vmPFC,-0.004812787217040512,HbR,Zima
16,dmPFC,-0.0017942264371072665,HbR,Zima
16,lTPJ,-0.0026774970437828736,HbR,Zima
16,ldlPFC,-0.01956574490371937,HbR,Zima
16,rTPJ,-0.004108177385625263,HbR,Zima
16,rdlPFC,-0.00411275459585091,HbR,Zima
16,vmPFC,0.01875896465563645,HbR,Zima
17,dmPFC,0.008248598563719017,HbR,Zima
17,lTPJ,0.007676864775926114,HbR,Zima
17,ldlPFC,0.0046793512164257246,HbR,Zima
17,rTPJ,0.029591376887835804,HbR,Zima
17,rdlPFC,0.009485031758493058,HbR,Zima
17,vmPFC,0.029732942352871092,HbR,Zima
18,dmPFC,0.011450293281515088,HbR,Zima
18,lTPJ,0.036489120247704086,HbR,Zima
18,ldlPFC,0.010110755176233818,HbR,Zima
18,rTPJ,0.0024219797851413637,HbR,Zima
18,rdlPFC,-0.0011006897544283602,HbR,Zima
18,vmPFC,-0.02814638233365755,HbR,Zima
19,dmPFC,-0.007666019249607645,HbR,Zima
19,lTPJ,0.022486873545466857,HbR,Zima
19,ldlPFC,0.004724033597787101,HbR,Zima
19,rTPJ,0.0077236730768500345,HbR,Zima
19,rdlPFC,0.002429767199467844,HbR,Zima
19,vmPFC,0.014879685978249207,HbR,Zima
20,dmPFC,0.023501822156666935,HbR,Zima
20,lTPJ,-0.00615330150328862,HbR,Zima
20,ldlPFC,0.007452204276985996,HbR,Zima
20,rTPJ,-2.66202579801285e-5,HbR,Zima
20,rdlPFC,0.03289862908688349,HbR,Zima
20,vmPFC,0.007590742741888392,HbR,Zima
21,dmPFC,-0.006372269102616859,HbR,Zima
21,lTPJ,0.006674018392554506,HbR,Zima
21,ldlPFC,0.02232012989177164,HbR,Zima
21,rTPJ,-0.009413639055042021,HbR,Zima
21,rdlPFC,0.017740414582185764,HbR,Zima
21,vmPFC,0.014686116549967298,HbR,Zima
22,dmPFC,0.0023420414993232746,HbR,Zima
22,rTPJ,0.017386877136308893,HbR,Zima
22,rdlPFC,0.005885798507939254,HbR,Zima
22,vmPFC,0.04877826740593683,HbR,Zima
23,dmPFC,0.011979209918176859,HbR,Zima
23,lTPJ,0.010277806531796581,HbR,Zima
23,ldlPFC,0.01736539770318112,HbR,Zima
23,rTPJ,0.015353310461133456,HbR,Zima
23,rdlPFC,-0.005796102637583133,HbR,Zima
23,vmPFC,0.02706128487372298,HbR,Zima
24,dmPFC,-0.003409494725226776,HbR,Zima
24,lTPJ,0.02015661630680696,HbR,Zima
24,ldlPFC,0.02330412690895205,HbR,Zima
24,rTPJ,-0.009470472948247015,HbR,Zima
24,rdlPFC,0.011598040790862869,HbR,Zima
24,vmPFC,0.018129650092549566,HbR,Zima
25,dmPFC,-0.0040402568365218074,HbR,Zima
25,lTPJ,0.013136730385442991,HbR,Zima
25,ldlPFC,0.0040171851476846696,HbR,Zima
25,rTPJ,0.03754290021121066,HbR,Zima
25,rdlPFC,0.003368683571952336,HbR,Zima
25,vmPFC,0.007946172896475263,HbR,Zima
26,dmPFC,-0.0071171106216661945,HbR,Zima
26,lTPJ,0.03571525621061543,HbR,Zima
26,ldlPFC,0.0086457663770536,HbR,Zima
26,rTPJ,0.027049572746720596,HbR,Zima
26,rdlPFC,1.6267577288433017e-4,HbR,Zima
26,vmPFC,-0.01593552746229781,HbR,Zima
27,dmPFC,0.017920911878615157,HbR,Zima
27,lTPJ,-0.003612856107316809,HbR,Zima
27,ldlPFC,-0.007778788000421615,HbR,Zima
27,rTPJ,0.013845559903674145,HbR,Zima
27,rdlPFC,-0.005430474898954827,HbR,Zima
27,vmPFC,0.01071927944575061,HbR,Zima
28,dmPFC,0.004952282023111934,HbR,Zima
28,lTPJ,7.631490717436634e-4,HbR,Zima
28,ldlPFC,-0.0014367119027074045,HbR,Zima
28,rTPJ,0.022149653820679793,HbR,Zima
28,rdlPFC,0.011797755792569484,HbR,Zima
28,vmPFC,0.030249953903291688,HbR,Zima
29,dmPFC,0.018170588341903812,HbR,Zima
29,lTPJ,0.043147316733432875,HbR,Zima
29,ldlPFC,0.036071791430680254,HbR,Zima
29,rTPJ,0.015226589496225625,HbR,Zima
29,rdlPFC,0.022506154685274254,HbR,Zima
29,vmPFC,0.0481032438168241,HbR,Zima
30,dmPFC,0.003391097991817549,HbR,Zima
30,lTPJ,0.03251440812170993,HbR,Zima
30,ldlPFC,0.015967042509982467,HbR,Zima
30,rTPJ,-0.002441578250555469,HbR,Zima
30,rdlPFC,-0.003047621654405895,HbR,Zima
30,vmPFC,0.02093548529202782,HbR,Zima
31,dmPFC,-9.340089386243876e-4,HbR,Zima
31,lTPJ,-0.005583276581167101,HbR,Zima
31,ldlPFC,0.003488944640051452,HbR,Zima
31,rTPJ,-0.0023161138372076017,HbR,Zima
31,rdlPFC,0.001399756983740295,HbR,Zima
31,vmPFC,-0.0019544717064424646,HbR,Zima
32,dmPFC,0.007367721144027252,HbR,Zima
32,lTPJ,0.017617832187058972,HbR,Zima
32,ldlPFC,0.0012530210343631649,HbR,Zima
32,rTPJ,0.011072119815157476,HbR,Zima
32,rdlPFC,0.004956037912293674,HbR,Zima
32,vmPFC,0.012082934411455816,HbR,Zima
33,dmPFC,0.020476820300342723,HbR,Zima
33,lTPJ,0.007120055237950623,HbR,Zima
33,ldlPFC,0.022882651337312987,HbR,Zima
33,rTPJ,0.004091507529609108,HbR,Zima
33,rdlPFC,0.006751428154118038,HbR,Zima
33,vmPFC,0.026636009542404408,HbR,Zima
34,dmPFC,-0.008873389440529036,HbR,Zima
34,lTPJ,0.014874715560650497,HbR,Zima
34,ldlPFC,0.011407338410739952,HbR,Zima
34,rTPJ,0.028546203104633534,HbR,Zima
34,rdlPFC,0.006316691402089418,HbR,Zima
34,vmPFC,0.0015399139490597314,HbR,Zima
35,dmPFC,0.009365985294728837,HbR,Zima
35,lTPJ,0.016215631384235128,HbR,Zima
35,ldlPFC,0.005275872579536443,HbR,Zima
35,rTPJ,0.02812665150631075,HbR,Zima
35,rdlPFC,0.0069760331412007555,HbR,Zima
35,vmPFC,0.019114028561742585,HbR,Zima
36,dmPFC,0.0031851592231805816,HbR,Zima
36,ldlPFC,0.012699017108730906,HbR,Zima
36,rTPJ,-0.004595947884375529,HbR,Zima
36,rdlPFC,0.008103598363916177,HbR,Zima
36,vmPFC,0.030587513414638782,HbR,Zima
37,dmPFC,0.0045941803364422515,HbR,Zima
37,lTPJ,0.004915467012531605,HbR,Zima
37,ldlPFC,0.013413587391706,HbR,Zima
37,rTPJ,0.021450452606354763,HbR,Zima
37,rdlPFC,0.007318484020029706,HbR,Zima
37,vmPFC,0.01726737362413959,HbR,Zima
38,dmPFC,-0.006161983690660612,HbR,Zima
38,lTPJ,-0.01414683137911299,HbR,Zima
38,ldlPFC,-0.013453174086910586,HbR,Zima
38,rTPJ,0.008357406982492053,HbR,Zima
38,rdlPFC,0.0036507492252736353,HbR,Zima
38,vmPFC,-0.01608242133359033,HbR,Zima
40,dmPFC,0.00328329208770535,HbR,Zima
40,lTPJ,0.007947594588534355,HbR,Zima
40,ldlPFC,0.028153582068548483,HbR,Zima
40,rTPJ,0.0028501533165618625,HbR,Zima
40,rdlPFC,0.024965168628586876,HbR,Zima
40,vmPFC,0.008407023961369834,HbR,Zima
41,dmPFC,-0.007864963063432722,HbR,Zima
41,lTPJ,0.006635856189477357,HbR,Zima
41,ldlPFC,-0.010881036583105106,HbR,Zima
41,rTPJ,-0.012607663635446052,HbR,Zima
41,rdlPFC,6.437460354726396e-6,HbR,Zima
41,vmPFC,-0.026345264951266677,HbR,Zima
42,dmPFC,-0.009783629937814474,HbR,Zima
42,lTPJ,0.05295919492164966,HbR,Zima
42,ldlPFC,-0.005187669868796033,HbR,Zima
42,rTPJ,0.005992757343693463,HbR,Zima
42,rdlPFC,-0.008519078887152264,HbR,Zima
42,vmPFC,-0.0065635143965791475,HbR,Zima
43,dmPFC,-0.008902545003181543,HbR,Zima
43,lTPJ,0.011891960998571526,HbR,Zima
43,ldlPFC,-0.004574335033737532,HbR,Zima
43,rTPJ,0.03414328226563941,HbR,Zima
43,rdlPFC,0.011215276584603915,HbR,Zima
43,vmPFC,0.006024872221272225,HbR,Zima
44,dmPFC,0.016084977157449703,HbR,Zima
44,lTPJ,-2.618231342878088e-4,HbR,Zima
44,ldlPFC,0.016345269660921067,HbR,Zima
44,rdlPFC,0.005394243520410435,HbR,Zima
44,vmPFC,0.05470093981299726,HbR,Zima
45,dmPFC,0.002030715396058202,HbR,Zima
45,lTPJ,1.3957611827142754e-4,HbR,Zima
45,ldlPFC,0.003345017815056147,HbR,Zima
45,rTPJ,0.0036765187022596785,HbR,Zima
45,rdlPFC,0.015340123265751432,HbR,Zima
45,vmPFC,0.023506098147811117,HbR,Zima
46,dmPFC,0.00798671444325461,HbR,Zima
46,lTPJ,0.024128182246516885,HbR,Zima
46,ldlPFC,0.023201204239251816,HbR,Zima
46,rTPJ,0.0024422504970943023,HbR,Zima
46,rdlPFC,0.01850754480156227,HbR,Zima
46,vmPFC,0.009911530722925608,HbR,Zima
47,dmPFC,0.005353325350646718,HbR,Zima
47,ldlPFC,0.00892608062847528,HbR,Zima
47,rdlPFC,-0.003889473110151055,HbR,Zima
47,vmPFC,0.015730213038663753,HbR,Zima
50,dmPFC,0.016068412072902445,HbR,Zima
50,lTPJ,0.018589738449668988,HbR,Zima
50,ldlPFC,0.009751742455936014,HbR,Zima
50,rTPJ,0.023666235757175056,HbR,Zima
50,rdlPFC,0.011445614755145671,HbR,Zima
50,vmPFC,0.016163299643177562,HbR,Zima
64,dmPFC,-3.596401137104491e-4,HbR,Zima
64,lTPJ,-0.0035309964551128864,HbR,Zima
64,ldlPFC,0.0039207319800335224,HbR,Zima
64,rTPJ,0.012319678481467807,HbR,Zima
64,rdlPFC,0.01932614398332585,HbR,Zima
64,vmPFC,0.007382944599459689,HbR,Zima
65,dmPFC,0.012153764148665851,HbR,Zima
65,lTPJ,0.003089923720585451,HbR,Zima
65,ldlPFC,-0.001936075600632159,HbR,Zima
65,rTPJ,-0.0017657976138501258,HbR,Zima
65,rdlPFC,-0.006364079899749082,HbR,Zima
65,vmPFC,-0.0038528878030486707,HbR,Zima
66,dmPFC,0.0026319065897930133,HbR,Zima
66,lTPJ,0.007834083692726429,HbR,Zima
66,ldlPFC,0.015578741819977126,HbR,Zima
66,rTPJ,0.0027679210670030377,HbR,Zima
66,rdlPFC,-0.004968926340103673,HbR,Zima
66,vmPFC,0.022401081359199083,HbR,Zima
69,lTPJ,-0.004085305125323879,HbR,Zima
69,ldlPFC,0.014239639156889704,HbR,Zima
69,rTPJ,0.007029213597055122,HbR,Zima
69,rdlPFC,0.015601253201352458,HbR,Zima
69,vmPFC,0.005077006612765965,HbR,Zima
70,dmPFC,-0.006033246942297197,HbR,Zima
70,lTPJ,0.007448490222129449,HbR,Zima
70,ldlPFC,0.010653409207192474,HbR,Zima
70,rTPJ,-1.1432384419168296e-4,HbR,Zima
70,rdlPFC,0.005242930918042881,HbR,Zima
70,vmPFC,0.016941027758442983,HbR,Zima
71,dmPFC,0.004555348623966094,HbR,Zima
71,lTPJ,0.03430911615997552,HbR,Zima
71,ldlPFC,0.013327078792235356,HbR,Zima
71,rTPJ,0.027819079101723255,HbR,Zima
71,rdlPFC,-0.0020671070381573474,HbR,Zima
71,vmPFC,0.04079639305594886,HbR,Zima
73,dmPFC,0.002005978589768637,HbR,Zima
73,lTPJ,0.01720729824478634,HbR,Zima
73,ldlPFC,0.006530883314837323,HbR,Zima
73,rTPJ,0.03431447123811403,HbR,Zima
73,rdlPFC,0.0010189033338609869,HbR,Zima
73,vmPFC,0.001519908258838098,HbR,Zima
75,dmPFC,0.2125326907829136,HbR,Zima
75,lTPJ,Inf,HbR,Zima
75,ldlPFC,Inf,HbR,Zima
75,rTPJ,0.21132283105310462,HbR,Zima
75,rdlPFC,0.2099830377389742,HbR,Zima
75,vmPFC,Inf,HbR,Zima
76,dmPFC,0.007245450274651985,HbR,Zima
76,lTPJ,0.010443590482914357,HbR,Zima
76,ldlPFC,0.007939345841539686,HbR,Zima
76,rTPJ,0.02194687940282544,HbR,Zima
76,rdlPFC,0.0026808901272265023,HbR,Zima
76,vmPFC,0.004893803995982593,HbR,Zima
